club_interior_new_floor
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,06,13,13,06,06,06,06,06,06,06,13,13,06,06,06,06,06,00
00,12,13,13,12,12,12,12,12,12,12,13,13,12,12,12,12,12,00
00,18,13,13,18,17,17,17,17,17,18,13,13,18,18,18,18,18,00
00,28,13,13,28,17,17,17,17,17,28,13,13,28,00,28,28,00,00
00,29,30,07,25,16,16,16,16,16,28,07,25,30,00,30,28,00,00
00,27,28,26,28,07,29,28,27,29,26,27,29,27,00,27,29,00,00
00,25,29,27,25,27,26,29,07,27,28,07,30,29,28,07,27,00,00
00,27,07,09,14,19,20,21,22,23,14,08,28,27,29,25,30,00,00
00,28,30,08,29,01,02,03,04,05,27,11,25,26,15,15,15,00,00
00,07,26,11,30,01,02,03,04,05,30,10,30,27,00,00,00,00,00
00,27,29,08,25,07,29,27,07,25,07,09,25,29,00,00,00,00,00
00,25,30,14,14,14,14,14,14,14,14,14,27,07,00,00,00,00,00
00,28,29,26,28,27,29,07,27,07,30,29,28,27,00,00,00,00,00
00,27,26,30,07,26,25,29,30,28,25,26,07,29,00,00,00,00,00
00,15,15,15,15,15,28,27,15,15,15,15,15,15,00,00,00,00,00
00,00,00,00,00,00,07,29,00,00,00,00,00,00,00,00,00,00,00
