club_interior_new_floor
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,06,13,13,06,06,06,06,06,06,06,13,13,06,06,06,06,06,00
00,12,13,13,12,12,12,12,12,12,12,13,13,12,12,12,12,12,00
00,18,13,13,18,17,17,17,17,17,18,13,13,18,18,18,18,18,00
00,27,13,13,27,17,17,17,17,17,27,13,13,27,00,27,27,00,00
00,28,29,30,07,16,16,16,16,16,27,30,07,29,00,29,27,00,00
00,26,27,25,27,30,28,27,26,28,25,26,28,26,00,26,28,00,00
00,07,28,26,07,26,25,28,30,26,27,30,29,28,27,30,26,00,00
00,26,30,09,14,19,20,21,22,23,14,08,27,26,28,07,29,00,00
00,27,29,08,28,01,02,03,04,05,26,11,07,25,15,15,15,00,00
00,30,25,11,29,01,02,03,04,05,29,10,29,26,00,00,00,00,00
00,26,28,08,07,30,28,26,30,07,30,09,07,28,00,00,00,00,00
00,07,29,14,14,14,14,14,14,14,14,14,26,30,00,00,00,00,00
00,27,28,25,27,26,28,30,26,30,29,28,27,26,00,00,00,00,00
00,26,25,29,30,25,07,28,29,27,07,25,30,28,00,00,00,00,00
00,15,15,15,15,15,27,26,15,15,15,15,15,15,00,00,00,00,00
00,00,00,00,00,00,30,28,00,00,00,00,00,00,00,00,00,00,00
