club_interior_new_floor
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,00
00,06,13,13,06,06,06,06,06,06,06,13,13,06,06,06,06,06,00
00,12,13,13,12,12,12,12,12,12,12,13,13,12,12,12,12,12,00
00,18,13,13,18,17,17,17,17,17,18,13,13,18,18,18,18,18,00
00,07,13,13,07,17,17,17,17,17,07,13,13,07,00,07,07,00,00
00,25,26,27,28,16,16,16,16,16,07,27,28,26,00,26,07,00,00
00,30,07,29,07,27,25,07,30,25,29,30,25,30,00,30,25,00,00
00,28,25,30,28,30,29,25,27,30,07,27,26,25,07,27,30,00,00
00,30,27,09,14,19,20,21,22,23,14,08,07,30,25,28,26,00,00
00,07,26,08,25,01,02,03,04,05,30,11,28,29,15,15,15,00,00
00,27,29,11,26,01,02,03,04,05,26,10,26,30,00,00,00,00,00
00,30,25,08,28,27,25,30,27,28,27,09,28,25,00,00,00,00,00
00,28,26,14,14,14,14,14,14,14,14,14,30,27,00,00,00,00,00
00,07,25,29,07,30,25,27,30,27,26,25,07,30,00,00,00,00,00
00,30,29,26,27,29,28,25,26,07,28,29,27,25,00,00,00,00,00
00,15,15,15,15,15,07,30,15,15,15,15,15,15,00,00,00,00,00
00,00,00,00,00,00,27,25,00,00,00,00,00,00,00,00,00,00,00
